Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Promotion_Gap_Ratio,Role_Stagnation_Index,Training_Intensity_Score,Manager_Stability_Indicator,Career_Growth_Rate,Promotion_Gap_Score,Cluster,Cluster_Label,Cluster_Hierarchical,PCA1,PCA2
31,0,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,No,12,3,1,1,9,3,3,2,2,2,2,1.0,1.0,1.5,1.0,0.3333333333333333,High,1,🟠 Promotion-Stalled,0,1.028903061991336,0.3672375415915146
33,0,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,No,13,3,3,1,2,2,2,2,2,0,2,0.0,1.0,1.0,1.0,0.5,Medium,1,🟠 Promotion-Stalled,0,-0.40929535673451917,-1.9353990302179758
34,0,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,No,13,3,2,1,13,3,3,11,9,5,9,0.4545454545454545,0.8181818181818182,0.2727272727272727,0.8181818181818182,0.1538461538461538,Medium,1,🟠 Promotion-Stalled,0,1.9389629079185955,0.13228725902781246
37,0,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,No,14,3,1,1,17,2,2,3,1,0,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0588235294117647,Low,1,🟠 Promotion-Stalled,0,-0.8298750518221707,-1.4232700837320473
45,0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,No,17,3,4,1,9,1,3,3,2,0,2,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2222222222222222,Medium,1,🟠 Promotion-Stalled,0,-0.17383237757478762,-1.6387598738354807
37,1,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,No,11,3,2,2,17,5,3,1,0,0,0,0.0,0.0,5.0,0.0,0.1764705882352941,Low,0,🚀 Fast-Track Performers,1,-3.717124224453143,2.4499837238088604
39,0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,No,25,4,4,0,20,1,3,19,6,11,8,0.5789473684210527,0.3157894736842105,0.0526315789473684,0.4210526315789473,0.15,Medium,1,🟠 Promotion-Stalled,0,1.7944789077943644,1.5162094241394064
29,0,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,No,19,3,1,0,6,1,3,6,5,1,5,0.1666666666666666,0.8333333333333334,0.1666666666666666,0.8333333333333334,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,0.7267119791525727,-1.9904995671828964
42,0,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Yes,13,3,3,0,10,1,3,3,2,0,2,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2,Medium,1,🟠 Promotion-Stalled,0,-0.11453443713896368,-1.6058461557865193
29,0,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,No,14,3,4,1,10,2,3,3,2,0,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,Medium,1,🟠 Promotion-Stalled,0,-0.33669934052717637,-1.2280027327290728
25,0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,No,12,3,4,2,5,3,3,4,2,1,2,0.25,0.5,0.75,0.5,0.4,Medium,1,🟠 Promotion-Stalled,0,-0.7579562228058943,-0.057045441940421375
42,0,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.8888888888888888,0.1,High,1,🟠 Promotion-Stalled,0,1.7102609217344031,0.6776851627736711
40,0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,No,19,3,4,1,22,5,3,21,7,3,9,0.1428571428571428,0.3333333333333333,0.238095238095238,0.4285714285714285,0.2272727272727272,Low,1,🟠 Promotion-Stalled,0,0.5969001111587829,1.8918322383318373
51,0,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,No,11,3,2,0,1,0,2,1,0,0,0,0.0,0.0,0.0,0.0,1.0,Low,0,🚀 Fast-Track Performers,1,-2.9062274580560925,-0.6525145369804393
31,1,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,No,11,3,2,0,6,2,4,5,4,1,4,0.2,0.8,0.4,0.8,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,0.4412572961608549,-1.478673547790766
32,0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,No,20,4,3,0,5,3,1,5,1,0,3,0.0,0.2,0.6,0.6,0.2,Low,1,🟠 Promotion-Stalled,0,-1.3457205937905377,-0.9486419512526569
38,0,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,No,18,3,4,1,13,0,3,8,7,7,5,0.875,0.875,0.0,0.625,0.1538461538461538,High,1,🟠 Promotion-Stalled,0,2.4706170114337134,-0.09072943072335599
32,0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,No,13,3,4,0,9,5,3,6,2,0,4,0.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.2222222222222222,Low,1,🟠 Promotion-Stalled,0,-1.047153991068349,0.009747788007186838
46,0,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7,1.0,1.0,0.2857142857142857,1.0,0.1428571428571428,High,1,🟠 Promotion-Stalled,0,3.266654079581724,0.961330046990487
28,1,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,No,11,3,3,0,5,5,1,0,0,0,0,0.0,0.0,5.0,0.0,0.2,Low,0,🚀 Fast-Track Performers,1,-4.158643301861366,1.7552015774545349
29,0,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,0,0.0,0.0,2.0,0.0,0.2,Low,0,🚀 Fast-Track Performers,1,-2.552300127798507,0.2882598203671087
31,0,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,No,21,4,2,1,10,2,3,9,0,7,8,0.7777777777777778,0.0,0.2222222222222222,0.8888888888888888,0.2,Medium,1,🟠 Promotion-Stalled,0,0.4710210928399491,0.6637827095518292
25,0,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,No,12,3,4,2,6,2,3,6,3,1,5,0.1666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.3333333333333333,Medium,1,🟠 Promotion-Stalled,0,-0.034409993609912114,-0.9072684654146403
45,0,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10,0.2,0.35,0.1,0.5,0.1904761904761904,Low,1,🟠 Promotion-Stalled,0,1.0290816610971991,0.7709993783160126
36,0,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11,0.6666666666666666,0.8666666666666667,0.2666666666666666,0.7333333333333333,0.0625,High,1,🟠 Promotion-Stalled,0,3.0144612136645397,1.2399411508184313
55,0,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Yes,14,3,3,0,37,2,3,36,10,4,13,0.1111111111111111,0.2777777777777778,0.0555555555555555,0.3611111111111111,0.1351351351351351,Low,1,🟠 Promotion-Stalled,0,1.4060892297901886,1.3152681062903402
47,1,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9,0.9,0.7,0.2,0.9,0.3,High,1,🟠 Promotion-Stalled,0,2.5785296497027277,1.265668211176791
28,0,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4,0.0,0.4,0.6,0.8,0.2,Low,1,🟠 Promotion-Stalled,0,-0.8243512399884785,-1.3287762134237686
37,0,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,No,14,3,2,1,7,5,4,5,4,0,1,0.0,0.8,1.0,0.2,0.2857142857142857,Medium,1,🟠 Promotion-Stalled,0,-0.8997744457246553,0.2643052148198213
21,0,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,Medium,0,🚀 Fast-Track Performers,0,-1.4428914558662496,0.42409387622900757
37,0,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2,0.0,0.4,0.4,0.4,0.2,Low,1,🟠 Promotion-Stalled,0,-0.6116361922327144,-0.4858281800850934
35,0,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,No,18,3,2,1,10,6,2,7,7,6,2,0.8571428571428571,1.0,0.8571428571428571,0.2857142857142857,0.3,High,1,🟠 Promotion-Stalled,0,1.310161604597334,2.446535959678292
38,0,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7,0.875,0.0,0.375,0.875,0.25,Medium,1,🟠 Promotion-Stalled,0,0.3026853960372277,1.1020237433430586
26,0,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,No,20,4,1,1,6,6,1,6,5,1,4,0.1666666666666666,0.8333333333333334,1.0,0.6666666666666666,0.3333333333333333,Medium,1,🟠 Promotion-Stalled,0,-0.22341254352910492,0.34275952184890407
50,0,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,No,14,3,1,2,28,4,2,10,4,1,6,0.1,0.4,0.4,0.6,0.1785714285714285,Low,1,🟠 Promotion-Stalled,0,0.32831242798196886,0.9596236705254556
53,0,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3,0.2,0.6,1.0,0.6,0.1904761904761904,Medium,1,🟠 Promotion-Stalled,0,-0.042502730669079836,0.942381289749099
42,0,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,No,25,4,3,0,20,3,3,20,16,11,6,0.55,0.8,0.15,0.3,0.1,Medium,1,🟠 Promotion-Stalled,0,3.0831843240551193,1.8089315032848314
29,0,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,No,18,3,1,0,10,3,2,10,7,0,9,0.0,0.7,0.3,0.9,0.2,Medium,1,🟠 Promotion-Stalled,0,0.5769873941401027,-1.179185259372138
55,0,Travel_Rarely,147,Research & Development,20,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Yes,19,3,4,1,12,4,3,10,7,0,8,0.0,0.7,0.4,0.8,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,0.40095097331694074,-0.7794102610124225
26,0,Travel_Frequently,496,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3,0.6,0.6,0.6,0.6,0.4,Medium,1,🟠 Promotion-Stalled,0,0.14894636808489692,0.38074547066842107
37,0,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,No,12,3,2,0,17,3,3,17,12,5,7,0.2941176470588235,0.7058823529411765,0.1764705882352941,0.4117647058823529,0.0588235294117647,Medium,1,🟠 Promotion-Stalled,0,1.6299307190368686,0.19553611051137965
44,1,Travel_Frequently,920,Research & Development,24,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Yes,22,4,4,1,19,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0526315789473684,Low,0,🚀 Fast-Track Performers,1,-1.5886203579158715,-1.340773625365272
38,0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,No,14,3,2,1,10,2,3,2,2,1,2,0.5,1.0,1.0,1.0,0.2,Medium,1,🟠 Promotion-Stalled,0,0.7594044909380633,-1.1478445614759019
26,1,Travel_Rarely,1449,Research & Development,16,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,Medium,1,🟠 Promotion-Stalled,0,-0.5335179546851844,-1.5708456662872947
28,0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,No,21,4,4,0,5,3,3,5,3,0,2,0.0,0.6,0.6,0.4,0.2,Medium,1,🟠 Promotion-Stalled,0,-0.8533125397622499,-1.0084414952309029
49,0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.2272727272727272,Medium,1,🟠 Promotion-Stalled,0,0.21530182847049598,1.1335230021164986
36,0,Travel_Rarely,506,Research & Development,3,3,Technical Degree,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,No,12,3,4,0,10,2,3,8,0,7,7,0.875,0.0,0.25,0.875,0.2,Medium,1,🟠 Promotion-Stalled,0,0.587261573980669,0.87972062024909
31,0,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,No,11,3,3,1,2,5,2,2,2,2,2,1.0,1.0,2.5,1.0,0.5,High,1,🟠 Promotion-Stalled,0,-0.18205182230541053,0.641053439237456
26,1,Travel_Rarely,950,Sales,4,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Yes,12,3,2,0,8,0,3,8,7,7,4,0.875,0.875,0.0,0.5,0.25,High,1,🟠 Promotion-Stalled,0,2.247849695737641,0.16932049766928042
37,0,Travel_Frequently,889,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2,0.25,0.5,0.75,0.5,0.25,Medium,1,🟠 Promotion-Stalled,0,-0.7412085235422093,-0.5003177518114345
42,0,Travel_Frequently,555,Sales,26,3,Marketing,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,No,14,3,4,1,23,2,4,20,4,4,8,0.2,0.2,0.1,0.4,0.1739130434782608,Low,1,🟠 Promotion-Stalled,0,0.42243833867646485,0.8858880352561734
18,1,Travel_Rarely,230,Research & Development,3,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,No,13,3,3,0,0,2,3,0,0,0,0,0.0,0.0,2.0,0.0,0.0,Low,0,🚀 Fast-Track Performers,1,-2.4221350751813744,-0.1155205853019498
35,0,Travel_Rarely,1232,Sales,16,3,Marketing,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,No,15,3,3,2,12,3,2,11,9,6,9,0.5454545454545454,0.8181818181818182,0.2727272727272727,0.8181818181818182,0.25,Medium,1,🟠 Promotion-Stalled,0,2.1785698658244654,0.7662254953792141
36,0,Travel_Frequently,566,Research & Development,18,4,Life Sciences,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,No,18,3,4,2,4,2,3,1,0,0,0,0.0,0.0,2.0,0.0,0.25,Low,0,🚀 Fast-Track Performers,1,-2.822530070055653,-0.02494709457665048
51,0,Travel_Rarely,1302,Research & Development,2,3,Medical,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,No,18,3,4,1,13,3,3,4,1,1,2,0.25,0.25,0.75,0.5,0.1538461538461538,Low,1,🟠 Promotion-Stalled,0,-0.839675828195378,-0.0989813357383098
41,0,Travel_Rarely,334,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,16015,15896,1,No,19,3,2,0,22,2,3,22,10,0,4,0.0,0.4545454545454545,0.0909090909090909,0.1818181818181818,0.1818181818181818,Medium,1,🟠 Promotion-Stalled,0,0.558895606179216,0.23533337884412614
18,0,Travel_Rarely,812,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,No,12,3,1,0,0,2,3,0,0,0,0,0.0,0.0,2.0,0.0,0.0,Low,0,🚀 Fast-Track Performers,1,-2.4154674043056557,-0.10399926483254687
28,0,Travel_Rarely,1476,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,No,19,3,3,0,9,2,3,8,3,0,7,0.0,0.375,0.25,0.875,0.2222222222222222,Low,1,🟠 Promotion-Stalled,0,-0.23818432704573148,-1.3326926981928355
31,0,Travel_Rarely,218,Sales,7,3,Technical Degree,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,No,11,3,2,1,10,3,2,8,7,7,7,0.875,0.875,0.375,0.875,0.2,High,1,🟠 Promotion-Stalled,0,2.299263426676965,0.7421856636006415
39,0,Travel_Rarely,1132,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,No,17,3,1,3,19,5,2,18,10,3,7,0.1666666666666666,0.5555555555555556,0.2777777777777778,0.3888888888888889,0.1578947368421052,Medium,1,🟠 Promotion-Stalled,0,0.8853074665277594,1.1626560534336323
36,0,Non-Travel,1105,Research & Development,24,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,No,15,3,3,1,11,3,3,9,8,0,8,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.1818181818181818,Medium,1,🟠 Promotion-Stalled,0,0.933684967648782,-1.2561343083137904
32,0,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,No,14,3,3,1,13,3,2,13,8,4,8,0.3076923076923077,0.6153846153846154,0.2307692307692307,0.6153846153846154,0.1538461538461538,Medium,1,🟠 Promotion-Stalled,0,1.1648043424756225,0.16273554856493336
38,0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,No,17,3,3,1,19,2,3,10,8,0,1,0.0,0.8,0.2,0.1,0.1578947368421052,Medium,1,🟠 Promotion-Stalled,0,0.4259692397807702,-0.35268009724525234
58,0,Non-Travel,390,Research & Development,1,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Yes,13,3,4,1,12,2,3,5,3,1,2,0.2,0.6,0.4,0.4,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,-0.1045204629708785,-0.5874941746000565
31,0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Yes,12,3,3,1,6,4,3,5,2,0,3,0.0,0.4,0.8,0.6,0.1666666666666666,Low,1,🟠 Promotion-Stalled,0,-1.058139106220292,-0.6555495789227601
31,0,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,No,12,3,4,0,9,1,3,2,2,1,0,0.5,1.0,0.5,0.0,0.2222222222222222,Medium,1,🟠 Promotion-Stalled,0,0.05030367488645583,-0.4763112382719638
45,0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11,0.375,0.375,0.0833333333333333,0.4583333333333333,0.125,Medium,1,🟠 Promotion-Stalled,0,1.8528926710683853,1.3932856314283657
31,0,Travel_Rarely,192,Research & Development,2,4,Life Sciences,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,Yes,18,3,2,1,3,2,1,2,2,2,2,1.0,1.0,1.0,1.0,0.3333333333333333,High,1,🟠 Promotion-Stalled,0,0.8648972457235159,-0.846737067538608
33,0,Travel_Frequently,553,Research & Development,5,4,Life Sciences,4,Female,74,3,3,Manager,2,Married,11878,23364,6,No,11,3,2,2,12,2,3,10,6,8,8,0.8,0.6,0.2,0.8,0.25,Medium,1,🟠 Promotion-Stalled,0,2.128924209679285,1.1483610001172593
39,0,Travel_Rarely,117,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10,0.5238095238095238,0.4285714285714285,0.1428571428571428,0.4761904761904761,0.1904761904761904,Medium,1,🟠 Promotion-Stalled,0,2.31373777695481,2.5420080182669453
43,0,Travel_Frequently,185,Research & Development,10,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,No,19,3,1,0,9,5,3,8,7,1,7,0.125,0.875,0.625,0.875,0.1111111111111111,Medium,1,🟠 Promotion-Stalled,0,0.5964585205290208,-0.757386871460212
49,0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7,0.0,0.1428571428571428,0.2857142857142857,1.0,0.16,Low,1,🟠 Promotion-Stalled,0,-0.09064394141042093,-0.581901467767509
52,1,Travel_Rarely,723,Research & Development,8,4,Medical,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,No,15,3,1,0,11,3,2,8,2,7,7,0.875,0.25,0.375,0.875,0.1818181818181818,Medium,1,🟠 Promotion-Stalled,0,0.9875113564621635,1.02816595284583
27,0,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Yes,12,3,2,0,4,2,2,4,3,1,2,0.25,0.75,0.5,0.5,0.25,Medium,1,🟠 Promotion-Stalled,0,-0.1563258689079768,-1.0393982063237495
32,0,Travel_Rarely,588,Sales,8,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Yes,11,3,4,0,13,2,3,13,12,11,9,0.8461538461538461,0.9230769230769232,0.1538461538461538,0.6923076923076923,0.1538461538461538,High,1,🟠 Promotion-Stalled,0,3.457047471043602,1.3131479954283722
27,0,Travel_Rarely,1377,Sales,2,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Yes,11,3,1,0,5,3,3,5,4,0,4,0.0,0.8,0.6,0.8,0.4,Medium,1,🟠 Promotion-Stalled,0,-0.1408661559538642,-0.9801777221532881
31,0,Travel_Rarely,691,Sales,7,3,Marketing,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,No,12,3,4,3,13,3,3,7,7,1,7,0.1428571428571428,1.0,0.4285714285714285,1.0,0.1538461538461538,Medium,1,🟠 Promotion-Stalled,0,1.30173181746818,-1.1658629524983717
32,0,Travel_Rarely,1018,Research & Development,2,4,Medical,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,No,16,3,3,0,10,0,2,7,7,0,7,0.0,1.0,0.0,1.0,0.2,Medium,1,🟠 Promotion-Stalled,0,1.388538295635674,-2.4858736743747487
28,1,Travel_Rarely,1157,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Yes,13,3,4,0,5,4,2,3,2,2,2,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.2,High,1,🟠 Promotion-Stalled,0,-0.17935980192246243,0.1458326672431159
30,0,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,No,13,3,4,2,11,2,3,10,8,1,9,0.1,0.8,0.2,0.9,0.1818181818181818,Medium,1,🟠 Promotion-Stalled,0,1.1904585152787404,-1.2499290833853807
31,0,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,No,24,4,1,1,10,2,3,10,9,8,9,0.8,0.9,0.2,0.9,0.3,High,1,🟠 Promotion-Stalled,0,2.7687164298330953,0.7780851202523674
39,0,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,0.6190476190476191,0.4285714285714285,0.0952380952380952,0.1428571428571428,0.238095238095238,Medium,1,🟠 Promotion-Stalled,0,2.52534534470789,3.372486149916362
39,1,Travel_Rarely,1162,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0,0.0,0.0,3.0,0.0,0.1666666666666666,Low,0,🚀 Fast-Track Performers,1,-2.9820909902016575,0.856402277546812
33,0,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,0,9,6,2,7,7,0,1,0.0,1.0,0.8571428571428571,0.1428571428571428,0.2222222222222222,Medium,1,🟠 Promotion-Stalled,0,-0.2948604211286098,0.4843088362755894
47,0,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,No,11,3,2,1,21,2,3,3,2,1,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.238095238095238,Medium,1,🟠 Promotion-Stalled,0,0.3061458356638487,0.7183540032716026
43,0,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,No,11,3,2,1,9,3,4,9,7,0,0,0.0,0.7777777777777778,0.3333333333333333,0.0,0.2222222222222222,Medium,1,🟠 Promotion-Stalled,0,-0.21037586465021052,-0.17675733350623027
27,0,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4,0.2,0.8,0.0,0.8,0.3333333333333333,Medium,1,🟠 Promotion-Stalled,0,0.709737403004689,-1.7524891974701988
