Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Promotion_Gap_Ratio,Role_Stagnation_Index,Training_Intensity_Score,Manager_Stability_Indicator,Career_Growth_Rate,Promotion_Gap_Score,Cluster,Cluster_Label,Cluster_Hierarchical,PCA1,PCA2
36,0,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,0.0769230769230769,0.6923076923076923,0.1538461538461538,0.9230769230769232,0.1875,Medium,1,🟠 Promotion-Stalled,0,1.421159111120743,-0.8020813314080758
57,0,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1333333333333333,Medium,1,🟠 Promotion-Stalled,0,0.17376175179268485,-0.7639790395684586
40,0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,0.1428571428571428,1.0,0.4285714285714285,1.0,0.1,Medium,1,🟠 Promotion-Stalled,0,1.1706362148962701,-1.5636642393494447
21,0,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,High,1,🟠 Promotion-Stalled,0,-0.2329704906405709,-0.2912372184752915
33,1,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,0.0,0.0,2.0,0.0,1.0,Low,0,🚀 Fast-Track Performers,1,-3.890361637164119,0.4771997869873034
37,0,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,0.0,0.8,0.6,0.6,0.0588235294117647,Medium,1,🟠 Promotion-Stalled,0,-0.09799345841269254,-1.4261686457299456
46,0,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,0.0,0.0,2.0,0.0,0.2857142857142857,Low,0,🚀 Fast-Track Performers,1,-2.6448097644470088,0.3966710260532184
41,1,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,0.875,0.875,0.625,0.875,0.25,High,1,🟠 Promotion-Stalled,0,1.9168728037764344,1.3530183391539379
50,0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,0.25,0.75,0.5,0.75,0.15,Medium,1,🟠 Promotion-Stalled,0,0.6206617647116055,-0.6923650210793623
40,1,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,0.1666666666666666,0.6666666666666666,1.0,0.0,0.25,Medium,1,🟠 Promotion-Stalled,0,-1.0055180034531916,1.2032380358489967
31,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,1.0,1.0,2.5,1.0,0.3333333333333333,High,1,🟠 Promotion-Stalled,0,0.029314250313121914,0.4846601081755092
21,1,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,0.0,0.0,0.0,0.0,1.0,Low,0,🚀 Fast-Track Performers,1,-2.9328981415589683,-0.6985998188580389
29,0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,-0.5429982380440475,-0.37746306314644207
35,0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,0.0,1.0,5.0,0.0,0.2,Medium,0,🚀 Fast-Track Performers,1,-2.7607677142200817,1.2171590354653417
27,0,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,0.0,0.4,0.4,0.8,0.2,Low,1,🟠 Promotion-Stalled,0,-0.5828223942005205,-1.542482363532495
28,0,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,0.0,0.7142857142857143,0.1428571428571428,1.0,0.2857142857142857,Medium,1,🟠 Promotion-Stalled,0,0.5593780128502037,-1.9321359116167713
49,0,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,0.0,0.4,0.4,0.0,0.1153846153846153,Low,1,🟠 Promotion-Stalled,0,-0.9165203342119483,-0.17653444649413658
51,0,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,0.0,1.0,0.2857142857142857,1.0,0.1111111111111111,Medium,1,🟠 Promotion-Stalled,0,1.2756210333872513,-1.809088833960874
36,0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,1.0,1.0,1.5,1.0,0.1666666666666666,High,1,🟠 Promotion-Stalled,0,0.85996724804529,-0.45179901564805536
34,1,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,0.0,0.4,0.6,0.8,0.2222222222222222,Low,1,🟠 Promotion-Stalled,0,-0.5868155031305156,-0.8460271908734601
55,0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,0.2,0.8,0.4,0.4,0.1333333333333333,Medium,1,🟠 Promotion-Stalled,0,0.6982090229404064,-0.02980585371167482
24,0,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,0.0,0.4,0.4,0.6,0.4,Low,1,🟠 Promotion-Stalled,0,-0.87420542842387,-0.8668078961774277
30,0,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,0.0,0.0,3.0,0.0,1.0,Low,0,🚀 Fast-Track Performers,1,-4.409099410221005,0.9959716670935554
26,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.1428571428571428,Medium,1,🟠 Promotion-Stalled,0,-0.13150249749465723,-1.7300031429635179
22,0,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,0.5,0.5,0.5,1.0,0.5,Medium,1,🟠 Promotion-Stalled,0,-0.27956833289356636,-1.3668491986177838
36,0,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,0.9,0.9,0.2,0.0,0.3,High,1,🟠 Promotion-Stalled,0,2.164761867991961,2.123113122594424
30,1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,0.0,0.0,4.0,0.0,0.3333333333333333,Low,0,🚀 Fast-Track Performers,1,-3.9490194752893957,1.119596632340315
37,0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,0.6666666666666666,0.3888888888888889,0.1111111111111111,0.9444444444444444,0.0555555555555555,Medium,1,🟠 Promotion-Stalled,0,2.4096583644629224,0.8702758561250848
40,0,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,0.2,0.8,1.0,0.6,0.25,Medium,1,🟠 Promotion-Stalled,0,-0.16338302500250926,0.18373619668856542
42,0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,0.2,0.4,1.0,0.4,0.125,Low,1,🟠 Promotion-Stalled,0,-1.0982000701648897,0.18604975643399094
37,0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,0.0,0.0,2.0,1.0,0.1111111111111111,Low,1,🟠 Promotion-Stalled,0,-1.4023357240126384,-0.7552144883566076
43,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,0.12,0.4,0.12,0.36,0.16,Low,1,🟠 Promotion-Stalled,0,1.1085231270557188,1.069452397139816
40,0,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,0.0,0.0,3.0,0.0,0.1,Low,0,🚀 Fast-Track Performers,1,-2.910879902905684,0.7708023041832595
54,0,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,0.25,0.5,1.0,0.5,0.2083333333333333,Medium,1,🟠 Promotion-Stalled,0,-0.04117906502407389,1.2699519287508125
34,0,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,Medium,1,🟠 Promotion-Stalled,0,-0.3620514766192324,-0.3021555034613789
31,0,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,0.2307692307692307,0.7692307692307693,0.3846153846153846,0.9230769230769232,0.1538461538461538,Medium,1,🟠 Promotion-Stalled,0,1.4915262900582993,0.20150537508294689
43,0,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.125,Medium,1,🟠 Promotion-Stalled,0,0.13799888273984223,-1.6163392577833071
43,0,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,0.0,0.4,0.6,0.4,0.25,Low,1,🟠 Promotion-Stalled,0,-1.0233799171420381,-0.41250913787906873
25,0,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,0.2,0.8,0.6,0.6,0.4,Medium,1,🟠 Promotion-Stalled,0,-0.05391574786553357,-0.4197584184817655
37,0,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,0.7692307692307693,0.8461538461538461,0.1538461538461538,0.5384615384615384,0.1333333333333333,High,1,🟠 Promotion-Stalled,0,2.9236407652950076,1.2153690946914122
31,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,0.75,0.5,0.75,0.5,0.25,Medium,1,🟠 Promotion-Stalled,0,-0.09489286178039637,0.28407787103298593
39,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,0.0476190476190476,0.3809523809523809,0.1428571428571428,0.2857142857142857,0.238095238095238,Low,1,🟠 Promotion-Stalled,0,0.5411025351922203,1.0751402386367146
56,0,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,1.0,1.0,0.0,1.0,0.1111111111111111,High,1,🟠 Promotion-Stalled,0,3.5966967618633316,0.28217035432322163
30,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,0.8,0.8,1.2,0.8,0.3333333333333333,High,1,🟠 Promotion-Stalled,0,0.5984922052995335,1.420720950915571
41,0,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,0.0,0.7,0.2,0.7,0.3,Medium,1,🟠 Promotion-Stalled,0,0.5734614960966492,-0.8521288027403767
28,0,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,0.1,0.0,0.2,0.8,0.2,Low,1,🟠 Promotion-Stalled,0,-0.8004606146239882,-0.7391779586511896
25,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,0.0,1.0,2.5,1.0,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,-0.7688048399021007,-0.8246179528723878
52,0,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,0.0,0.8,0.8,0.8,0.1071428571428571,Medium,1,🟠 Promotion-Stalled,0,0.3110809571826058,-0.4819978285341554
45,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,0.0,1.0,1.5,1.0,0.125,Medium,1,🟠 Promotion-Stalled,0,-0.19502454205067984,-1.8137215553232326
52,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,0.2,0.4,0.4,0.8,0.1290322580645161,Low,1,🟠 Promotion-Stalled,0,0.4000045869759726,-0.1983644244764014
42,0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,0.0,0.8,0.6,0.4,0.1052631578947368,Medium,1,🟠 Promotion-Stalled,0,-0.09723836754961779,-0.7262993342552928
30,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,0.0,0.8,0.4,0.4,0.1818181818181818,Medium,1,🟠 Promotion-Stalled,0,-0.10813072972937664,-1.1365774919409657
60,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,0.3793103448275862,0.2758620689655172,0.1724137931034483,0.3448275862068966,0.1515151515151515,Medium,1,🟠 Promotion-Stalled,0,1.8796539588582308,3.6072062396978266
46,0,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,0.0,0.7,0.5,0.8,0.1052631578947368,Medium,1,🟠 Promotion-Stalled,0,0.40341212291895767,-0.43428883434197013
42,0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,0.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.2857142857142857,Medium,1,🟠 Promotion-Stalled,0,-0.051183936002899826,-0.5824171907558583
24,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,0.2,0.6,0.8,0.8,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,-0.26193067922081237,-0.7010733172307501
34,1,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,0.5,1.0,1.5,0.0,0.3333333333333333,Medium,1,🟠 Promotion-Stalled,0,-0.9089351364227826,0.06133340148294751
38,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,0.0,0.0,3.0,0.0,1.0,Low,0,🚀 Fast-Track Performers,1,-4.442437764599598,0.9383650647465395
40,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,0.05,0.75,0.1,0.6,0.238095238095238,Medium,1,🟠 Promotion-Stalled,0,2.213426397405138,0.37581020798170145
26,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,Medium,1,🟠 Promotion-Stalled,0,-1.004787766676843,-1.2061434240131803
30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,0.2,0.6,0.6,0.8,0.1111111111111111,Medium,1,🟠 Promotion-Stalled,0,-0.012178070733384849,-1.0744429020745314
29,0,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,0.0,0.2,0.2,0.7,0.3,Low,1,🟠 Promotion-Stalled,0,-0.6108823483962619,-0.6368531058331441
29,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,0.5,1.0,1.0,0.5,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,0.10513290959030654,-1.0092901538378543
19,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,0.0,0.0,3.0,0.0,1.0,Low,0,🚀 Fast-Track Performers,1,-4.369093384966694,1.0650995899099744
30,0,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.3,High,1,🟠 Promotion-Stalled,0,2.442546824269372,1.064021540962593
57,0,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,0.0,0.0,3.0,0.0,0.125,Low,0,🚀 Fast-Track Performers,1,-2.4739362881306146,1.6095620262397852
50,0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,0.5555555555555556,0.3703703703703703,0.074074074074074,0.2592592592592592,0.1428571428571428,Medium,1,🟠 Promotion-Stalled,0,2.8164514942145726,3.1808800597326785
30,0,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,0.5454545454545454,0.6363636363636364,0.1818181818181818,0.6363636363636364,0.0833333333333333,Medium,1,🟠 Promotion-Stalled,0,1.5155229118894824,-0.07619753827484035
60,0,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,0.7222222222222222,0.7222222222222222,0.2777777777777778,0.6111111111111112,0.1363636363636363,High,1,🟠 Promotion-Stalled,0,3.2840248486809878,2.987779381171103
47,0,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,0.0,0.0,0.4,0.8,0.1,Low,1,🟠 Promotion-Stalled,0,-0.939480855608772,-1.0078671048247605
46,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.1538461538461538,Medium,1,🟠 Promotion-Stalled,0,-0.17955535669794248,-0.17796346351430298
35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,0.8,0.8,0.4,0.6,0.1666666666666666,High,1,🟠 Promotion-Stalled,0,1.0645505088925866,-0.2720758373317953
54,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,0.0,0.0,3.0,0.0,0.1052631578947368,Low,0,🚀 Fast-Track Performers,1,-2.845263031493742,0.90065641025348
34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,0.7142857142857143,0.4285714285714285,0.4285714285714285,1.0,0.0714285714285714,Medium,1,🟠 Promotion-Stalled,0,1.0250152849848722,-0.0611358619975273
46,0,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.2,Medium,1,🟠 Promotion-Stalled,0,0.010527666509318816,-0.07290591428325868
31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,0.0,0.6153846153846154,0.4615384615384615,0.6153846153846154,0.2307692307692307,Medium,1,🟠 Promotion-Stalled,0,0.1310156772693871,0.4573135211312347
33,1,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,1.0,0.8571428571428571,0.2857142857142857,1.0,0.2,High,1,🟠 Promotion-Stalled,0,2.696804149073784,0.7243359848863163
33,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,0.25,0.75,0.5,0.75,0.125,Medium,1,🟠 Promotion-Stalled,0,0.2637302004451588,-1.3928688975030499
30,0,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.25,Medium,1,🟠 Promotion-Stalled,0,-0.43651787727867813,-0.6943918013770437
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,0.0,0.875,0.25,0.0,0.3,Medium,1,🟠 Promotion-Stalled,0,0.0960174170084565,-0.18834493700255348
31,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,0.0,0.0,2.0,0.0,0.25,Low,0,🚀 Fast-Track Performers,1,-2.37555147473389,0.7529093362950408
34,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2727272727272727,Medium,1,🟠 Promotion-Stalled,0,-0.24666083996791235,-0.8420528630043481
42,0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,1.0,1.0,2.0,0.0,0.125,High,1,🟠 Promotion-Stalled,0,-0.36128178768628905,0.9849744952490199
36,0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,0.9,0.3,0.3,0.7,0.3,Medium,1,🟠 Promotion-Stalled,0,1.3127997024188383,1.9714776347563947
22,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,0.5,1.0,1.5,1.0,0.25,Medium,1,🟠 Promotion-Stalled,0,0.1861987569998209,-1.0594972595694454
48,0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,0.6666666666666666,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.1428571428571428,High,1,🟠 Promotion-Stalled,0,2.013047055894416,0.1666912058664767
55,0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,0.7,0.9,0.2,0.7,0.1081081081081081,High,1,🟠 Promotion-Stalled,0,2.867850252004929,0.9905200103337638
